verse_key,eng
LEV.13.34,"On the seventh day the priest will again examine the scabies. If it has not spread over the skin and does not appear to be deeper than the skin, the priest will declare the person clean. They must wash their clothes; then they will be clean again."
LEV.13.35,But if the scabies continues to spread over the skin after the persons purification.
LEV.13.36,"the priest must examine it again. If the scabies has spread over the skin at all, the priest does not need to look for the yellow hair; the person is unclean."
LEV.13.37,"But if the priest sees that the scabies has remained the same, and black hair has grown in it, the scabies has healed. The person is clean, and the priest will declare them to be so."
LEV.13.38,Whenever a man or woman has many white shiny spots on their skin.
LEV.13.39,"if the priest sees that there are faded white shiny spots on the skin of the body, it is just a rash that has broken out on the skin; the person is clean."
LEV.13.4,"But if the shiny spot on the skin is white and does not appear to be deeper than the skin and the hair has not turned white, the priest will quarantine the infected person for seven days."
LEV.13.40,"If someone loses their hair, they are bald, but they are clean."
LEV.13.41,"If the hair is lost at the sides of the forehead, the person has a receding hairline, but they are clean."
LEV.13.42,"But whenever there is a reddish-white infection in the bald spot or in the receding hairline, it is a case of skin disease breaking out there."
LEV.13.43,The priest must examine it. If the swelling of the infection is reddish white in the bald spot or receding hairline and resembles skin disease on the body.
LEV.13.44,the person is afflicted with skin disease; they are unclean. The priest must declare them unclean on account of the head infection.
LEV.13.45,"Anyone with an infection of skin disease must wear torn clothes, dishevel their hair, cover their upper lip, and shout out, Unclean! Unclean."
LEV.13.46,They will be unclean as long as they are infected. They are unclean. They must live alone outside the camp.
LEV.13.47,Whenever there is an infection of skin disease on clothing—on wool or linen clothing.
LEV.13.48,"in the weaving of the linen or wool, or on a skin or skin item."
LEV.13.49,"and the infection is greenish or reddish on the clothing, the weaving, or the skin or skin item, it is an infection of skin disease. It must be shown to the priest."
LEV.13.5,On the seventh day the priest will again examine the infection. If he sees that it has remained the same—the infection has not spread on the skin—the priest will quarantine the person for seven more days.
LEV.13.50,The priest will examine the infection and quarantine the infected item seven days.
LEV.13.51,"On the seventh day he will examine the infection again. If the infection has spread in the clothing, the weaving, or the skin, whatever it is used for, the infection is a case of infectious skin disease; the item is unclean."
LEV.13.52,"The priest will burn the clothing, the weaving of the wool or linen, or whatever skin item in which the infection was found, because it is an infectious skin disease; it must be burned with fire."
LEV.13.53,"But if the priest sees that the infection has not spread in the clothing, the weaving, or on any skin item."
LEV.13.54,"the priest will order that the infected piece be washed, and he will quarantine it for another seven days."
LEV.13.55,"After it has been washed, if the priest sees that the infection has not changed its appearance, even though the infection has not spread, it is unclean. You must burn it with fire. It is a fungus, whether it is on the inside or outside."
LEV.13.56,"But if, after it is washed, the priest sees that the infection has faded, he will tear the infected part out of the cloth, the weaving, or the skin."
LEV.13.57,"If it appears again in the cloth, the weaving, or any item of skin, it is starting to break out. You must burn the infected item with fire."
LEV.13.58,"But if the infection disappears from the cloth, the weaving, or any item of skin that you washed, it must be washed again. Then it will be clean."
LEV.13.59,"This concludes the Instruction about the infection of skin disease in a woolen or linen cloth, weaving, or any skin item, in order to declare whether it is clean or unclean."
LEV.13.6,"On the seventh day the priest will examine it again. If the infection has faded and has not spread over the skin, the priest will declare the person clean; it is just a rash. The person must wash their clothes, then they will be clean again."
LEV.13.7,"But if the rash continues to spread over the skin after they appeared before the priest for purification, they must again show themselves to the priest."
LEV.13.8,"If the priest sees that the rash has spread over the skin, the priest will declare the person unclean; it is a case of skin disease."
LEV.13.9,"Whenever someone has an infection of skin disease, they will be brought to the priest."
LEV.14.1,The LORD said to Moses.
LEV.14.10,"On the eighth day, that person must take two flawless male sheep, one flawless one-year-old ewe, a grain offering of three-tenths of an ephah of choice flour mixed with oil, and one log of oil."
LEV.14.11,The priest performing the purification will place these and the person needing purification before the LORD at the meeting tents entrance.
LEV.14.12,"The priest will take one of the male sheep and present it as a compensation offering, along with the log of oil, and will lift them as an uplifted offering before the LORD."
LEV.14.13,"The priest will slaughter the sheep at the same place where the purification offering and the entirely burned offering are slaughtered: in the holy area. The compensation offering, like the purification offering, belongs to the priest; it is most holy."
LEV.14.14,"The priest will take some of the blood from the compensation offering and will put it on the right earlobe, the right thumb, and the right big toe of the person needing purification."
LEV.14.15,Then the priest will take some of the log of oil and pour it into his left palm.
LEV.14.16,The priest will then dip his right finger into the oil and sprinkle some of it with his finger seven times before the LORD.
LEV.14.17,"Then the priest will put some of the oil that is left in his hand on the right earlobe, the right thumb, and the right big toe of the person needing purification—this oil will be placed on top of the blood of the compensation offering."
LEV.14.18,"The priest will put whatever is left of the oil in his hand on the head of the person needing purification. In this way, the priest will make reconciliation for the person before the LORD."
LEV.14.19,"The priest will then perform the purification offering and make reconciliation for the person needing purification from their uncleanness. After that, the entirely burned offering will be slaughtered."
LEV.14.2,This will be the Instruction for anyone with skin disease at the time of purification: When it has been reported to the priest.
LEV.14.20,"The priest will offer up the entirely burned offering and the grain offering on the altar. In this way, the priest will make reconciliation for the person, and they will be clean again."
